surah,ayah,page,word_count
13,32,253,13
13,33,253,39
13,34,253,14
13,35,254,19
13,36,254,25
13,37,254,19
13,38,254,21
13,39,254,8
13,40,254,13
13,41,254,16
13,42,254,18
13,43,255,15
14,1,255,16
14,2,255,14
14,3,255,16
14,4,255,19
14,5,255,21
14,6,256,26
14,7,256,11
14,8,256,13
14,9,256,37
14,10,256,33
14,11,257,29
14,12,257,17
14,13,257,16
14,14,257,10
14,15,257,5
14,16,257,7
14,17,257,16
14,18,257,22
14,19,258,14
14,20,258,5
14,21,258,34
14,22,258,44
14,23,258,17
14,24,258,15
14,25,259,12
14,26,259,13
14,27,259,18
14,28,259,12
14,29,259,4
14,30,259,12
14,31,259,21
14,32,259,25
14,33,259,9
14,34,260,15
14,35,260,13
14,36,260,15
14,37,260,26
14,38,260,18
14,39,260,13
14,40,260,9
14,41,260,8
14,42,260,13
14,43,261,9
14,44,261,26
14,45,261,14
14,46,261,12
14,47,261,11
14,48,261,10
14,49,261,6
14,50,261,6
14,51,261,10
14,52,261,13
15,1,262,6
15,2,262,7
15,3,262,7
15,4,262,8
15,5,262,7
15,6,262,8
15,7,262,8
15,8,262,9
15,9,262,7
15,10,262,7
15,11,262,8
15,12,262,5
15,13,262,7
15,14,262,9
15,15,262,8
15,16,263,7
15,17,263,5
15,18,263,7
15,19,263,11
15,20,263,8
15,21,263,11
15,22,263,12
15,23,263,6
15,24,263,7
15,25,263,7
15,26,263,8
15,27,263,7
15,28,263,12
15,29,263,9
15,30,263,4
15,31,263,7
15,32,264,8
15,33,264,11
15,34,264,5
15,35,264,6
15,36,264,6
15,37,264,4
15,38,264,4
15,39,264,10
15,40,264,4
15,41,264,5
15,42,264,11
15,43,264,4
15,44,264,8
15,45,264,5
15,46,264,3
15,47,264,10
15,48,264,8
15,49,264,6
15,50,264,5
15,51,264,4
15,52,265,9
15,53,265,7
15,54,265,8
15,55,265,7
15,56,265,8
15,57,265,5
15,58,265,6
15,59,265,6
15,60,265,6
15,61,265,5
15,62,265,4
15,63,265,7
15,64,265,4
15,65,265,14
15,66,265,9
15,67,265,4
15,68,265,6
15,69,265,4
15,70,265,5
15,71,266,6
15,72,266,5
15,73,266,3
15,74,266,8
15,75,266,5
15,76,266,3
15,77,266,5
15,78,266,5
15,79,266,5
15,80,266,5
15,81,266,5
15,82,266,6
15,83,266,3
15,84,266,6
15,85,266,14
15,86,266,5
15,87,266,7
15,88,266,15
15,89,266,5
15,90,266,4
15,91,267,4
15,92,267,3
15,93,267,3
15,94,267,6
15,95,267,3
15,96,267,8
15,97,267,7
15,98,267,6
15,99,267,5
16,1,267,9
16,2,267,18
16,3,267,7
16,4,267,8
16,5,267,8
16,6,267,7
16,7,268,14
16,8,268,9
16,9,268,10
16,10,268,13
16,11,268,16
16,12,268,15
16,13,268,13
16,14,268,21
16,15,269,11
16,16,269,4
16,17,269,7
16,18,269,10
16,19,269,6
16,20,269,10
16,21,269,7
16,22,269,11
16,23,269,13
16,24,269,9
16,25,269,15
16,26,269,21
16,27,270,21
16,28,270,19
16,29,270,8
16,30,270,20
16,31,270,15
16,32,270,12
16,33,270,22
16,34,270,10
16,35,271,32
16,36,271,28
16,37,271,14
16,38,271,18
16,39,271,11
16,40,271,10
16,41,271,18
16,42,271,5
16,43,272,15
16,44,272,12
16,45,272,16
16,46,272,7
16,47,272,8
16,48,272,17
16,49,272,14
16,50,272,7
16,51,272,12
16,52,272,11
16,53,272,12
16,54,272,10
16,55,273,6
16,56,273,12
16,57,273,7
16,58,273,9
16,59,273,19
16,60,273,12
16,61,273,23
16,62,273,17
16,63,273,17
16,64,273,14
16,65,274,16
16,66,274,17
16,67,274,15
16,68,274,13
16,69,274,24
16,70,274,20
16,71,274,22
16,72,274,21
16,73,275,15
16,74,275,10
16,75,275,27
16,76,275,29
16,77,275,19
16,78,275,15
16,79,275,18
16,80,276,25
16,81,276,25
16,82,276,6
16,83,276,7
16,84,276,14
16,85,276,11
16,86,276,19
16,87,276,10
16,88,277,13
16,89,277,24
16,90,277,16
16,91,277,20
16,92,277,32
16,93,277,17
16,94,278,19
16,95,278,15
16,96,278,15
16,97,278,18
16,98,278,8
16,99,278,10
16,100,278,9
16,101,278,17
16,102,278,13
16,103,279,16
16,104,279,12
16,105,279,11
16,106,279,24
16,107,279,13
16,108,279,11
16,109,279,7
16,110,279,18
16,111,280,15
16,112,280,24
16,113,280,9
16,114,280,13
16,115,280,22
16,116,280,22
16,117,280,5
16,118,280,15
16,119,281,19
16,120,281,11
16,121,281,7
16,122,281,9
16,123,281,12
16,124,281,17
16,125,281,22
16,126,281,12
16,127,281,14
16,128,281,8
17,1,282,21
17,2,282,12
17,3,282,9
17,4,282,13
17,5,282,17
17,6,282,11
17,7,282,23
17,8,283,11
17,9,283,16
17,10,283,9
17,11,283,8
17,12,283,23
17,13,283,13
17,14,283,7
17,15,283,21
17,16,283,14
17,17,283,13
17,18,284,18
17,19,284,12
17,20,284,12
17,21,284,11
17,22,284,9
17,23,284,25
17,24,284,12
17,25,284,12
17,26,284,10
17,27,284,9
17,28,285,12
17,29,285,13
17,30,285,12
17,31,285,13
17,32,285,8
17,33,285,22
17,34,285,17
17,35,285,11
17,36,285,16
17,37,285,13
17,38,285,7
17,39,286,18
17,40,286,11
17,41,286,10
17,42,286,13
17,43,286,6
17,44,286,21
17,45,286,12
17,46,286,19
17,47,286,19
17,48,286,9
17,49,286,9
17,50,287,5
17,51,287,25
17,52,287,9
17,53,287,16
17,54,287,14
17,55,287,15
17,56,287,13
17,57,287,18
17,58,287,18
17,59,288,21
17,60,288,25
17,61,288,13
17,62,288,15
17,63,288,10
17,64,288,19
17,65,288,9
17,66,288,14
17,67,289,18
17,68,289,15
17,69,289,22
17,70,289,17
17,71,289,15
17,72,289,11
17,73,289,13
17,74,289,9
17,75,289,12
17,76,290,13
17,77,290,11
17,78,290,14
17,79,290,12
17,80,290,14
17,81,290,9
17,82,290,13
17,83,290,12
17,84,290,11
17,85,290,14
17,86,290,13
17,87,291,9
17,88,291,19
17,89,291,14
17,90,291,10
17,91,291,11
17,92,291,12
17,93,291,26
17,94,291,15
17,95,291,14
17,96,291,11
17,97,292,27
17,98,292,14
17,99,292,23
17,100,292,14
17,101,292,18
17,102,292,15
17,103,292,9
17,104,292,14
17,105,293,9
17,106,293,9
17,107,293,18
17,108,293,8
17,109,293,5
17,110,293,22
17,111,293,21
18,1,293,11
18,2,293,15
18,3,293,3
18,4,293,6
18,5,294,16
18,6,294,11
18,7,294,11
18,8,294,6
18,9,294,10
18,10,294,16
18,11,294,7
18,12,294,9
18,13,294,11
18,14,294,19
18,15,294,18
18,16,295,19
18,17,295,34
18,18,295,22
18,19,295,38
18,20,295,13
18,21,296,32
18,22,296,33
18,23,296,7
18,24,296,17
18,25,296,8
18,26,296,23
18,27,296,15
18,28,297,30
18,29,297,28
18,30,297,12
18,31,297,28
18,32,297,14
18,33,297,11
18,34,297,13
18,35,298,12
18,36,298,12
18,37,298,16
18,38,298,8
18,39,298,19
18,40,298,15
18,41,298,8
18,42,298,19
18,43,298,11
18,44,298,9
18,45,298,23
18,46,299,13
18,47,299,11
18,48,299,16
18,49,299,27
18,50,299,26
18,51,299,13
18,52,299,13
18,53,299,10
18,54,300,14
18,55,300,19
18,56,300,18
18,57,300,30
18,58,300,19
18,59,300,8
18,60,300,13
18,61,300,11
18,62,301,12
18,63,301,20
18,64,301,9
18,65,301,12
18,66,301,11
18,67,301,6
18,68,301,8
18,69,301,10
18,70,301,12
18,71,301,15
18,72,301,8
18,73,301,10
18,74,301,16
18,75,302,9
18,76,302,13
18,77,302,24
18,78,302,12
18,79,302,17
18,80,302,10
18,81,302,9
18,82,302,35
18,83,302,9
18,84,303,10
18,85,303,2
18,86,303,24
18,87,303,13
18,88,303,13
18,89,303,3
18,90,303,15
18,91,303,6
18,92,303,3
18,93,303,13
18,94,303,19
18,95,303,12
18,96,303,19
18,97,303,8
18,98,304,15
18,99,304,11
18,100,304,5
18,101,304,11
18,102,304,14
18,103,304,5
18,104,304,11
18,105,304,14
18,106,304,9
18,107,304,10
18,108,304,6
18,109,304,18
18,110,304,24
19,1,305,1
19,2,305,5
19,3,305,5
19,4,305,14
19,5,305,13
19,6,305,8
19,7,305,12
19,8,305,14
19,9,305,14
19,10,305,13
19,11,305,11
19,12,306,7
19,13,306,6
19,14,306,6
19,15,306,9
19,16,306,10
19,17,306,11
19,18,306,8
19,19,306,9
19,20,306,11
19,21,306,15
19,22,306,5
19,23,306,13
19,24,306,10
19,25,306,8
19,26,307,18
19,27,307,10
19,28,307,11
19,29,307,10
19,30,307,8
19,31,307,11
19,32,307,6
19,33,307,9
19,34,307,9
19,35,307,16
19,36,307,8
19,37,307,11
19,38,307,11
19,39,308,12
19,40,308,8
19,41,308,8
19,42,308,15
19,43,308,13
19,44,308,9
19,45,308,11
19,46,308,12
19,47,308,10
19,48,308,14
19,49,308,14
19,50,308,9
19,51,308,10
19,52,309,7
19,53,309,7
19,54,309,11
19,55,309,9
19,56,309,8
19,57,309,3
19,58,309,29
19,59,309,11
19,60,309,12
19,61,309,11
19,62,309,11
19,63,309,9
19,64,309,18
19,65,310,12
19,66,310,8
19,67,310,10
19,68,310,8
19,69,310,10
19,70,310,8
19,71,310,9
19,72,310,8
19,73,310,16
19,74,310,9
19,75,310,25
19,76,310,13
19,77,311,8
19,78,311,7
19,79,311,9
19,80,311,5
19,81,311,8
19,82,311,6
19,83,311,9
19,84,311,7
19,85,311,6
19,86,311,5
19,87,311,9
19,88,311,4
19,89,311,4
19,90,311,9
19,91,311,4
19,92,311,6
19,93,311,10
19,94,311,4
19,95,311,5
19,96,312,9
19,97,312,10
19,98,312,14
20,1,312,1
20,2,312,5
20,3,312,4
20,4,312,6
20,5,312,4
20,6,312,12
20,7,312,7
20,8,312,8
20,9,312,4
20,10,312,18
20,11,312,4
20,12,312,9
20,13,313,5
20,14,313,11
20,15,313,10
20,16,313,10
20,17,313,4
20,18,313,13
20,19,313,3
20,20,313,5
20,21,313,7
20,22,313,11
20,23,313,4
20,24,313,5
20,25,313,5
20,26,313,3
20,27,313,4
20,28,313,2
20,29,313,5
20,30,313,2
20,31,313,3
20,32,313,3
20,33,313,3
20,34,313,2
20,35,313,4
20,36,313,5
20,37,313,5
20,38,314,6
20,39,314,22
20,40,314,34
20,41,314,2
20,42,314,8
20,43,314,5
20,44,314,8
20,45,314,10
20,46,314,7
20,47,314,21
20,48,314,10
20,49,314,4
20,50,314,9
20,51,314,5
20,52,315,11
20,53,315,19
20,54,315,9
20,55,315,8
20,56,315,6
20,57,315,7
20,58,315,14
20,59,315,8
20,60,315,6
20,61,315,15
20,62,315,5
20,63,315,13
20,64,315,10
20,65,316,11
20,66,316,12
20,67,316,5
20,68,316,6
20,69,316,16
20,70,316,8
20,71,316,26
20,72,316,19
20,73,316,14
20,74,316,13
20,75,316,10
20,76,316,12
20,77,317,18
20,78,317,8
20,79,317,5
20,80,317,14
20,81,317,17
20,82,317,9
20,83,317,5
20,84,317,9
20,85,317,9
20,86,317,26
20,87,317,15
20,88,318,12
20,89,318,12
20,90,318,16
20,91,318,9
20,92,318,7
20,93,318,4
20,94,318,18
20,95,318,4
20,96,318,16
20,97,318,28
20,98,318,12
20,99,319,13
20,100,319,8
20,101,319,7
20,102,319,8
20,103,319,6
20,104,319,12
20,105,319,7
20,106,319,3
20,107,319,6
20,108,319,13
20,109,319,12
20,110,319,10
20,111,319,9
20,112,319,11
20,113,319,14
20,114,320,17
20,115,320,11
20,116,320,9
20,117,320,12
20,118,320,7
20,119,320,6
20,120,320,13
20,121,320,15
20,122,320,6
20,123,320,18
20,124,320,12
20,125,320,8
20,126,321,8
20,127,321,12
20,128,321,17
20,129,321,9
20,130,321,20
20,131,321,18
20,132,321,12
20,133,321,13
20,134,321,19
20,135,321,11
21,1,322,7
21,2,322,11
21,3,322,15
21,4,322,10
21,5,322,14
21,6,322,8
21,7,322,14
21,8,322,9
21,9,322,8
21,10,322,8
21,11,323,10
21,12,323,7
21,13,323,10
21,14,323,5
21,15,323,8
21,16,323,7
21,17,323,11
21,18,323,13
21,19,323,13
21,20,323,5
21,21,323,7
21,22,323,13
21,23,323,6
21,24,323,22
21,25,324,15
21,26,324,8
21,27,324,6
21,28,324,15
21,29,324,13
21,30,324,18
21,31,324,13
21,32,324,8
21,33,324,11
21,34,324,10
21,35,324,10
21,36,325,17
21,37,325,8
21,38,325,7
21,39,325,16
21,40,325,10
21,41,325,13
21,42,325,13
21,43,325,14
21,44,325,18
21,45,326,11
21,46,326,11
21,47,326,20
21,48,326,8
21,49,326,8
21,50,326,7
21,51,326,9
21,52,326,11
21,53,326,5
21,54,326,8
21,55,326,7
21,56,326,13
21,57,326,7
21,58,327,8
21,59,327,8
21,60,327,7
21,61,327,8
21,62,327,6
21,63,327,9
21,64,327,7
21,65,327,9
21,66,327,11
21,67,327,9
21,68,327,7
21,69,327,7
21,70,327,5
21,71,327,8
21,72,327,8
21,73,328,15
21,74,328,16
21,75,328,6
21,76,328,12
21,77,328,12
21,78,328,14
21,79,328,14
21,80,328,10
21,81,328,14
21,82,329,12
21,83,329,10
21,84,329,16
21,85,329,7
21,86,329,6
21,87,329,23
21,88,329,8
21,89,329,11
21,90,329,19
21,91,330,11
21,92,330,8
21,93,330,6
21,94,330,12
21,95,330,7
21,96,330,10
21,97,330,19
21,98,330,11
21,99,330,9
21,100,330,7
21,101,330,9
21,102,331,9
21,103,331,11
21,104,331,16
21,105,331,12
21,106,331,6
21,107,331,5
21,108,331,11
21,109,331,13
21,110,331,8
21,111,331,8
21,112,331,10
22,1,332,9
22,2,332,22
22,3,332,12
22,4,332,11
22,5,332,69
22,6,333,13
22,7,333,12
22,8,333,13
22,9,333,15
22,10,333,9
22,11,333,25
22,12,333,14
22,13,333,10
22,14,333,17
22,15,333,22
22,16,334,9
22,17,334,22
22,18,334,37
22,19,334,17
22,20,334,6
22,21,334,4
22,22,334,12
22,23,334,22
22,24,335,9
22,25,335,25
22,26,335,16
22,27,335,14
22,28,335,20
22,29,335,8
22,30,335,24
22,31,336,21
22,32,336,9
22,33,336,11
22,34,336,20
22,35,336,15
22,36,336,27
22,37,336,20
22,38,336,13
22,39,337,10
22,40,337,35
22,41,337,17
22,42,337,9
22,43,337,4
22,44,337,11
22,45,337,14
22,46,337,23
22,47,338,14
22,48,338,11
22,49,338,8
22,50,338,8
22,51,338,8
22,52,338,27
22,53,338,16
22,54,338,21
22,55,338,16
22,56,339,12
22,57,339,8
22,58,339,18
22,59,339,7
22,60,339,16
22,61,339,15
22,62,339,17
22,63,339,15
22,64,339,12
22,65,340,27
22,66,340,10
22,67,340,17
22,68,340,7
22,69,340,9
22,70,340,18
22,71,340,18
22,72,340,29
22,73,341,28
22,74,341,9
22,75,341,11
22,76,341,10
22,77,341,11
22,78,341,44
23,1,342,3
23,2,342,5
23,3,342,5
23,4,342,4
23,5,342,4
23,6,342,10
23,7,342,7
23,8,342,5
23,9,342,5
23,10,342,3
23,11,342,6
23,12,342,7
23,13,342,6
23,14,342,21
23,15,342,5
23,16,342,5
23,17,342,10
23,18,343,13
23,19,343,13
23,20,343,9
23,21,343,15
23,22,343,4
23,23,343,16
23,24,343,26
23,25,343,10
23,26,343,5
23,27,343,32
23,28,344,15
23,29,344,8
23,30,344,7
23,31,344,6
23,32,344,14
23,33,344,25
23,34,344,7
23,35,344,9
23,36,344,4
23,37,344,10
23,38,344,12
23,39,344,5
23,40,344,5
23,41,344,8
23,42,344,6
23,43,345,7
23,44,345,19
23,45,345,8
23,46,345,7
23,47,345,7
23,48,345,4
23,49,345,6
23,50,345,11
23,51,345,11
23,52,345,8
23,53,345,9
23,54,345,5
23,55,345,7
23,56,345,7
23,57,345,7
23,58,345,5
23,59,345,5
23,60,346,10
23,61,346,7
23,62,346,12
23,63,346,14
23,64,346,8
23,65,346,7
23,66,346,9
23,67,346,4
23,68,346,10
23,69,346,7
23,70,346,10
23,71,346,16
23,72,346,9
23,73,346,5
23,74,346,8
23,75,347,11
23,76,347,8
23,77,347,12
23,78,347,10
23,79,347,7
23,80,347,10
23,81,347,6
23,82,347,8
23,83,347,12
23,84,347,8
23,85,347,5
23,86,347,8
23,87,347,5
23,88,347,14
23,89,347,5
23,90,348,5
23,91,348,24
23,92,348,6
23,93,348,6
23,94,348,6
23,95,348,7
23,96,348,9
23,97,348,7
23,98,348,5
23,99,348,8
23,100,348,16
23,101,348,10
23,102,348,6
23,103,348,10
23,104,348,6
23,105,349,8
23,106,349,8
23,107,349,7
23,108,349,5
23,109,349,14
23,110,349,8
23,111,349,8
23,112,349,7
23,113,349,8
23,114,349,9
23,115,349,8
23,116,349,11
23,117,349,18
23,118,349,7
24,1,350,9
24,2,350,26
24,3,350,18
24,4,350,19
24,5,350,11
24,6,350,17
24,7,350,9
24,8,350,11
24,9,350,9
24,10,350,9
24,11,351,28
24,12,351,12
24,13,351,14
24,14,351,15
24,15,351,16
24,16,351,14
24,17,351,9
24,18,351,7
24,19,351,20
24,20,351,9
24,21,352,34
24,22,352,26
24,23,352,13
24,24,352,9
24,25,352,11
24,26,352,16
24,27,352,18
24,28,353,22
24,29,353,17
24,30,353,15
24,31,353,78
24,32,354,17
24,33,354,48
24,34,354,13
24,35,354,48
24,36,354,14
24,37,355,19
24,38,355,14
24,39,355,22
24,40,355,33
24,41,355,21
24,42,355,7
24,43,355,38
24,44,356,10
24,45,356,31
24,46,356,11
24,47,356,15
24,48,356,11
24,49,356,7
24,50,356,16
24,51,356,18
24,52,356,10
24,53,356,17
24,54,357,23
24,55,357,38
24,56,357,8
24,57,357,11
24,58,357,49
24,59,358,19
24,60,358,23
24,61,358,76
24,62,359,39
24,63,359,27
24,64,359,22
25,1,359,9
25,2,359,19
25,3,360,22
25,4,360,16
25,5,360,9
25,6,360,12
25,7,360,16
25,8,360,17
25,9,360,9
25,10,360,17
25,11,360,8
25,12,361,9
25,13,361,9
25,14,361,8
25,15,361,13
25,16,361,10
25,17,361,16
25,18,361,21
25,19,361,15
25,20,361,20
25,21,362,19
25,22,362,10
25,23,362,9
25,24,362,7
25,25,362,7
25,26,362,9
25,27,362,11
25,28,362,6
25,29,362,11
25,30,362,9
25,31,362,11
25,32,362,15
25,33,363,8
25,34,363,11
25,35,363,9
25,36,363,9
25,37,363,13
25,38,363,8
25,39,363,7
25,40,363,16
25,41,363,11
25,42,363,17
25,43,363,9
25,44,364,15
25,45,364,16
25,46,364,5
25,47,364,11
25,48,364,13
25,49,364,10
25,50,364,9
25,51,364,7
25,52,364,7
25,53,364,15
25,54,364,12
25,55,364,14
25,56,365,5
25,57,365,14
25,58,365,13
25,59,365,17
25,60,365,13
25,61,365,11
25,62,365,13
25,63,365,12
25,64,365,5
25,65,365,11
25,66,365,4
25,67,365,11
25,68,366,22
25,69,366,8
25,70,366,16
25,71,366,9
25,72,366,9
25,73,366,10
25,74,366,13
25,75,366,9
25,76,366,5
25,77,366,12
26,1,367,1
26,2,367,4
26,3,367,6
26,4,367,11
26,5,367,11
26,6,367,8
26,7,367,11
26,8,367,8
26,9,367,5
26,10,367,8
26,11,367,4
26,12,367,6
26,13,367,8
26,14,367,6
26,15,367,7
26,16,367,7
26,17,367,5
26,18,367,10
26,19,367,7
26,20,368,6
26,21,368,11
26,22,368,8
26,23,368,5
26,24,368,9
26,25,368,5
26,26,368,5
26,27,368,7
26,28,368,9
26,29,368,8
26,30,368,5
26,31,368,7
26,32,368,6
26,33,368,6
26,34,368,7
26,35,368,8
26,36,368,7
26,37,368,4
26,38,368,5
26,39,368,5
26,40,369,7
26,41,369,12
26,42,369,6
26,43,369,7
26,44,369,9
26,45,369,8
26,46,369,3
26,47,369,4
26,48,369,3
26,49,369,21
26,50,369,7
26,51,369,11
26,52,369,8
26,53,369,5
26,54,369,4
26,55,369,3
26,56,369,3
26,57,369,4
26,58,369,3
26,59,369,4
26,60,369,2
26,61,370,8
26,62,370,6
26,63,370,13
26,64,370,3
26,65,370,5
26,66,370,3
26,67,370,8
26,68,370,5
26,69,370,4
26,70,370,6
26,71,370,6
26,72,370,5
26,73,370,4
26,74,370,6
26,75,370,5
26,76,370,3
26,77,370,6
26,78,370,4
26,79,370,4
26,80,370,4
26,81,370,4
26,82,370,8
26,83,370,6
26,84,371,6
26,85,371,5
26,86,371,6
26,87,371,4
26,88,371,6
26,89,371,6
26,90,371,3
26,91,371,3
26,92,371,6
26,93,371,7
26,94,371,4
26,95,371,3
26,96,371,4
26,97,371,6
26,98,371,4
26,99,371,4
26,100,371,4
26,101,371,3
26,102,371,7
26,103,371,8
26,104,371,5
26,105,371,4
26,106,371,7
26,107,371,4
26,108,371,3
26,109,371,11
26,110,371,3
26,111,371,5
26,112,372,6
26,113,372,7
26,114,372,4
26,115,372,5
26,116,372,8
26,117,372,5
26,118,372,9
26,119,372,6
26,120,372,4
26,121,372,8
26,122,372,5
26,123,372,3
26,124,372,7
26,125,372,4
26,126,372,3
26,127,372,11
26,128,372,5
26,129,372,4
26,130,372,4
26,131,372,3
26,132,372,5
26,133,372,3
26,134,372,2
26,135,372,6
26,136,372,9
26,137,373,5
26,138,373,3
26,139,373,10
26,140,373,5
26,141,373,3
26,142,373,7
26,143,373,4
26,144,373,3
26,145,373,11
26,146,373,5
26,147,373,3
26,148,373,4
26,149,373,5
26,150,373,3
26,151,373,4
26,152,373,6
26,153,373,5
26,154,373,11
26,155,373,9
26,156,373,7
26,157,373,3
26,158,373,10
26,159,373,5
26,160,374,4
26,161,374,7
26,162,374,4
26,163,374,3
26,164,374,11
26,165,374,4
26,166,374,11
26,167,374,8
26,168,374,5
26,169,374,5
26,170,374,3
26,171,374,4
26,172,374,3
26,173,374,6
26,174,374,8
26,175,374,5
26,176,374,4
26,177,374,6
26,178,374,4
26,179,374,3
26,180,374,11
26,181,374,6
26,182,374,3
26,183,374,9
26,184,375,5
26,185,375,5
26,186,375,9
26,187,375,9
26,188,375,5
26,189,375,10
26,190,375,8
26,191,375,5
26,192,375,4
26,193,375,4
26,194,375,5
26,195,375,3
26,196,375,4
26,197,375,9
26,198,375,5
26,199,375,6
26,200,375,5
26,201,375,7
26,202,375,5
26,203,375,4
26,204,375,2
26,205,375,4
26,206,375,5
26,207,376,6
26,208,376,7
26,209,376,4
26,210,376,4
26,211,376,5
26,212,376,4
26,213,376,9
26,214,376,3
26,215,376,6
26,216,376,7
26,217,376,4
26,218,376,4
26,219,376,3
26,220,376,4
26,221,376,6
26,222,376,5
26,223,376,4
26,224,376,3
26,225,376,7
26,226,376,5
26,227,376,19
27,1,377,6
27,2,377,3
27,3,377,9
27,4,377,10
27,5,377,10
27,6,377,7
27,7,377,16
27,8,377,14
27,9,377,6
27,10,377,19
27,11,377,11
27,12,377,19
27,13,377,8
27,14,378,11
27,15,378,15
27,16,378,18
27,17,378,9
27,18,378,19
27,19,378,24
27,20,378,12
27,21,378,9
27,22,378,14
27,23,379,11
27,24,379,17
27,25,379,14
27,26,379,8
27,27,379,7
27,28,379,11
27,29,379,8
27,30,379,8
27,31,379,5
27,32,379,12
27,33,379,12
27,34,379,13
27,35,379,8
27,36,380,16
27,37,380,13
27,38,380,10
27,39,380,16
27,40,380,38
27,41,380,12
27,42,380,14
27,43,380,12
27,44,380,28
27,45,381,13
27,46,381,12
27,47,381,13
27,48,381,10
27,49,381,14
27,50,381,7
27,51,381,9
27,52,381,11
27,53,381,5
27,54,381,8
27,55,381,11
27,56,382,15
27,57,382,7
27,58,382,6
27,59,382,12
27,60,382,27
27,61,382,21
27,62,382,16
27,63,382,20
27,64,383,19
27,65,383,14
27,66,383,14
27,67,383,9
27,68,383,12
27,69,383,9
27,70,383,9
27,71,383,7
27,72,383,9
27,73,383,10
27,74,383,8
27,75,383,10
27,76,383,12
27,77,384,4
27,78,384,8
27,79,384,7
27,80,384,11
27,81,384,14
27,82,384,16
27,83,384,11
27,84,384,13
27,85,384,8
27,86,384,15
27,87,384,18
27,88,384,18
27,89,385,11
27,90,385,13
27,91,385,17
27,92,385,15
27,93,385,11
28,1,385,1
28,2,385,4
28,3,385,9
28,4,385,19
28,5,385,12
28,6,386,12
28,7,386,22
28,8,386,13
28,9,386,18
28,10,386,17
28,11,386,10
28,12,386,16
28,13,386,17
28,14,387,10
28,15,387,38
28,16,387,13
28,17,387,9
28,18,387,16
28,19,387,32
28,20,387,18
28,21,387,10
28,22,388,11
28,23,388,27
28,24,388,15
28,25,388,26
28,26,388,10
28,27,388,29
28,28,388,15
28,29,389,27
28,30,389,19
28,31,389,19
28,32,389,25
28,33,389,9
28,34,389,14
28,35,389,15
28,36,390,17
28,37,390,18
28,38,390,27
28,39,390,12
28,40,390,10
28,41,390,9
28,42,390,10
28,43,390,16
28,44,391,13
28,45,391,18
28,46,391,20
28,47,391,18
28,48,391,26
28,49,391,13
28,50,391,23
28,51,392,6
28,52,392,8
28,53,392,15
28,54,392,12
28,55,392,15
28,56,392,13
28,57,392,25
28,58,392,17
28,59,392,20
28,60,393,15
28,61,393,17
28,62,393,8
28,63,393,18
28,64,393,13
28,65,393,6
28,66,393,7
28,67,393,11
28,68,393,14
28,69,393,7
28,70,393,15
28,71,394,19
28,72,394,21
28,73,394,13
28,74,394,8
28,75,394,17
28,76,394,29
28,77,394,26
28,78,395,28
28,79,395,20
28,80,395,16
28,81,395,17
28,82,395,26
28,83,395,14
28,84,395,18
28,85,396,19
28,86,396,15
28,87,396,16
28,88,396,19
29,1,396,1
29,2,396,10
29,3,396,11
29,4,396,10
29,5,396,12
29,6,396,10
29,7,397,12
29,8,397,21
29,9,397,7
29,10,397,31
29,11,397,6
29,12,397,18
29,13,397,11
29,14,397,16
29,15,398,6
29,16,398,13
29,17,398,27
29,18,398,13
29,19,398,13
29,20,398,19
29,21,398,8
29,22,398,17
29,23,398,13
29,24,399,20
29,25,399,27
29,26,399,12
29,27,399,18
29,28,399,14
29,29,399,23
29,30,399,6
29,31,400,15
29,32,400,16
29,33,400,23
29,34,400,12
29,35,400,7
29,36,400,16
29,37,400,7
29,38,400,16
29,39,401,13
29,40,401,28
29,41,401,19
29,42,401,12
29,43,401,8
29,44,401,10
29,45,401,21
29,46,402,25
29,47,402,19
29,48,402,13
29,49,402,14
29,50,402,16
29,51,402,15
29,52,402,19
29,53,403,12
29,54,403,6
29,55,403,13
29,56,403,8
29,57,403,7
29,58,403,17
29,59,403,5
29,60,403,12
29,61,403,13
29,62,403,14
29,63,403,22
29,64,404,15
29,65,404,16
29,66,404,6
29,67,404,15
29,68,404,17
29,69,404,9
30,1,404,1
30,2,404,2
30,3,404,8
30,4,404,12
30,5,404,8
30,6,405,11
30,7,405,10
30,8,405,22
30,9,405,32
30,10,405,13
30,11,405,8
30,12,405,5
30,13,405,9
30,14,405,5
30,15,405,9
30,16,406,11
30,17,406,6
30,18,406,8
30,19,406,14
30,20,406,11
30,21,406,20
30,22,406,13
30,23,406,14
30,24,406,21
30,25,407,16
30,26,407,8
30,27,407,18
30,28,407,27
30,29,407,16
30,30,407,22
30,31,407,9
30,32,407,11
30,33,408,18
30,34,408,6
30,35,408,10
30,36,408,15
30,37,408,15
30,38,408,16
30,39,408,22
30,40,408,22
30,41,408,15
30,42,409,14
30,43,409,16
30,44,409,9
30,45,409,11
30,46,409,17
30,47,409,18
30,48,409,28
30,49,409,10
30,50,409,19
30,51,410,9
30,52,410,11
30,53,410,14
30,54,410,24
30,55,410,12
30,56,410,20
30,57,410,9
30,58,410,19
30,59,410,8
30,60,410,10
31,1,411,1
31,2,411,4
31,3,411,3
31,4,411,9
31,5,411,8
31,6,411,18
31,7,411,16
31,8,411,8
31,9,411,8
31,10,411,27
31,11,411,14
31,12,412,18
31,13,412,14
31,14,412,17
31,15,412,29
31,16,412,24
31,17,412,17
